sep=;
#; CourseCode; CourseTitle; section; time; date; instructor; credit
1050; NURS 342; Nursing Care of Children & Families; B; 12:00 PM - 2:45 PM; W; Heather Meyerhoff; 3.00
1051; NURS 343; Clinical Practice: Family Health II; A; -; RF; Heather Meyerhoff; 3.00
1052; NURS 343; Clinical Practice: Family Health II; B; -; RF; Heather Meyerhoff; 3.00
1053; NURS 343; Lab for NURS 343; Lab A; 8:45 AM - 10:45 AM; ; Heather Meyerhoff; .00
1054; NURS 343; Lab for NURS 343; Lab A; 8:45 AM - 10:45 AM; ; Andrea Orr; .00
1055; NURS 343; Lab for NURS 343; Lab B; 8:45 AM - 10:45 AM; ; Heather Meyerhoff; .00
1056; NURS 343; Lab for NURS 343; Lab B; 8:45 AM - 10:45 AM; ; Andrea Orr; .00
1057; NURS 350; Spirituality & Helping Professions; A; 6:15 PM - 9:00 PM; ; Kelly Schutt; 3.00
1058; NURS 360; Person-Centred Palliative Approach; A; 6:15 PM - 9:00 PM; ; Landa Terblanche; 3.00
1059; NURS 424; Professional Ethics; A; 4:30 PM - 8:45 PM; ; Dorolen Wolfs; 3.00
1060; NURS 424; Professional Ethics; A; 9:30 AM - 1:45 PM; ; Dorolen Wolfs; 3.00
1061; NURS 424; Professional Ethics; B; 4:30 PM - 8:45 PM; ; Dorolen Wolfs; 3.00
1062; NURS 424; Professional Ethics; B; 2:15 PM - 5:45 PM; ; Dorolen Wolfs; 3.00
1063; NURS 434; Leadership in Nursing Care; A; 4:30 PM - 8:45 PM; ; Angela Wolff; 3.00
1064; NURS 434; Leadership in Nursing Care; A; 9:30 AM - 1:45 PM; ; Angela Wolff; 3.00
1065; NURS 434; Leadership in Nursing Care; B; 4:30 PM - 8:45 PM; ; Angela Wolff; 3.00
1066; NURS 434; Leadership in Nursing Care; B; 2:15 PM - 5:45 PM; ; Angela Wolff; 3.00
1067; NURS 443; Clinical Practice: Consolodation; A; -; ; Landa Terblanche; 6.00
1068; PHIL 100; Philosophy for Life; A; 3:00 PM - 4:15 PM; W; Chris Morrissey; 3.00
1069; PHIL 100; Philosophy for Life; B; 3:00 PM - 4:15 PM; R; Chris Morrissey; 3.00
1070; PHIL 100; Philosophy for Life; GX; -; ; Andrew Brigham; 3.00
1071; PHIL 105; Introduction to Philosophy; I2; 1:00 PM - 4:00 PM; ; Benjamin; 3.00
1072; PHIL 105; Introduction to Philosophy; IN; 12:00 PM - 2:45 PM; ; Benjamin; 3.00
1073; PHIL 105; Introduction to Philosophy; IS; 12:00 AM - 12:01 AM; ; Chris Morrissey; 3.00
1074; PHIL 106; Introduction to Philosophy; A; 1:30 PM - 2:45 PM; W; Grant Havers; 3.00
1075; PHIL 109; Critical Thinking: Informal Logic; IR; 9:00 AM - 12:00 PM; ; Chris Morrissey; 3.00
1076; PHIL 109; Critical Thinking: Informal Logic; UA; 4:30 PM - 5:45 PM; R; Chris Morrissey; 3.00
1077; PHIL 210; Contemporary Ethical Issues; A; 9:30 AM - 10:45 AM; ; Bob Doede; 3.00
1078; PHIL 210; Contemporary Ethical Issues; GX; 12:00 AM - 12:01 AM; ; Paul Chamberlain; 3.00
1079; PHIL 210; Contemporary Ethical Issues; IR; 1:00 PM - 4:00 PM; ; Chris Morrissey; 3.00
1080; PHIL 210; Contemporary Ethical Issues; WP; 6:00 PM - 8:45 PM; ; Chris Morrissey; 3.00
1081; PHIL 303; Medieval Philosophy; CP; 12:00 PM - 1:15 PM; W; David Bellusci; 3.00
1082; PHIL 304; Philosophy of St. Thomas Aquinas; CP; 4:30 PM - 5:45 PM; R; David Bellusci; 3.00
1083; PHIL 305; Philosopy of the Human Person; CP; 3:00 PM - 4:15 PM; R; David Henderson; 3.00
1084; PHIL 320; Social and Political Philosophy; A; 4:30 PM - 5:45 PM; W; Grant Havers; 3.00
1085; PHIL 331; Environmental Philosophy; A; 12:00 PM - 1:15 PM; R; Bob Doede; 3.00
1086; PHIL 350; Symbolic Logic; A; 4:30 PM - 5:45 PM; R; Chris Morrissey; 3.00
1087; PHIL 420; Authors; A; 12:00 AM - 12:01 AM; ; Tba; 3.00
1088; PHIL 430; Honours Thesis; A; 12:00 AM - 12:01 AM; ; Tba; 3.00
1089; PHYS 112; Fundamentals of Physics II; A; 3:00 PM - 4:15 PM; WF; Arnold Sikkema; 3.00
1090; PHYS 112; Lab for PHYS 112; Lab A; 12:00 PM - 2:45 PM; ; Terry Neufeldt; .00
1091; PHYS 112; Lab for PHYS 112; Lab A; 12:00 PM - 2:45 PM; ; Terry Neufeldt; .00
1092; PHYS 321; Differential Equations; A; 3:00 PM - 4:15 PM; WF; Simon Tse; 4.00
1093; PHYS 341; Advanced Physical Chemistry I; A; 12:00 PM - 1:15 PM; W; Arnold Sikkema; 3.00
1094; PHYS 341; Lab for PHYS 341; Lab A; 1:30 PM - 5:30 PM; ; Miriam Buschhaus; .00
1095; POLS 101; Introduction to Political Thinking; A; 1:30 PM - 2:45 PM; R; Calvin Townsend; 3.00
1096; POLS 101; Introduction to Political Thinking; IR; 5:30 PM - 8:30 PM; ; Calvin Townsend; 3.00
1097; POLS 211; International Politics; A; 12:00 PM - 1:15 PM; R; Paul Rowe; 3.00
1098; POLS 234; CDN Government & Politics; A; 4:30 PM - 5:45 PM; W; Leanne Smythe; 3.00
1099; POLS 237; Indigenous Nationhood & Canada; A; 3:00 PM - 5:45 PM; ; Bruce Shelvey; 3.00
1100; POLS 314; International Political Economy; A; 3:00 PM - 4:15 PM; R; Paul Rowe; 3.00
1101; POLS 320; Social and Political Philosophy; A; 4:30 PM - 5:45 PM; W; Grant Havers; 3.00
1102; POLS 330; Law and Canadian Politics; A; 1:30 PM - 4:15 PM; ; Janet Epp; 3.00
1103; POLS 334; Canadian Government and Politcs; A; 1:30 PM - 2:45 PM; W; Leanne Smythe; 3.00
1104; POLS 361; Political Science Practicum; A; 12:00 AM - 12:01 AM; ; Paul Rowe; 1.00
1105; POLS 362; Political Science Practicum; A; 12:00 AM - 12:01 AM; ; Paul Rowe; 2.00
1106; POLS 363; Political Science Practicum; A; 12:00 AM - 12:01 AM; ; Paul Rowe; 3.00
1107; POLS 364; Political Science Practicum; A; 12:00 AM - 12:01 AM; ; Paul Rowe; 1.00
1108; POLS 365; Political Science Practicum; A; 12:00 AM - 12:01 AM; ; Paul Rowe; 2.00
1109; POLS 366; Political Science Practicum; A; 12:00 AM - 12:01 AM; ; Paul Rowe; 3.00
1110; POLS 367; Political Science Practicum; A; 12:00 AM - 12:01 AM; ; Paul Rowe; 1.00
1111; POLS 368; Political Science Practicum; A; 12:00 AM - 12:01 AM; ; Paul Rowe; 2.00
1112; POLS 391; Canadian Governmental Leadership; LC; 12:00 AM - 12:01 AM; ; Tba; 3.00
1113; POLS 392; Ethics and Public Affairs; LC; 12:00 AM - 12:01 AM; ; Tba; 3.00
1114; POLS 395; LLC Internship; LC; 12:00 AM - 12:01 AM; ; Ann Penner; 3.00
1115; POLS 396; LLC Internship; LC; 12:00 AM - 12:01 AM; ; Ann Penner; 3.00
1116; POLS 406; War, Peace and Society; A; 3:00 PM - 5:45 PM; ; Robynne Healey; 3.00
1117; POLS 440; Evolut'n of Canadian Foreign Policy; A; 6:15 PM - 9:00 PM; ; Leanne Smythe; 3.00
1118; POLS 493; Law Public Policy & Cultural Change; LC; 12:00 AM - 12:01 AM; ; Tba; 3.00
1119; PMPP 201; Intro to Project Management; OL; -; ; Matthew Simonis; 3.00
1120; PMPP 302; Project Scope Management; OL; -; ; Matthew Simonis; 3.00
1121; PMPP 304; Philsphy:Princ & Prac of Qlty Mgmnt; OL; -; ; Matthew Simonis; 3.00
1122; PMPP 401; PMPP Certification; IS; 12:00 AM - 12:01 AM; ; Matthew Simonis; 3.00
1123; PMPP 401; PMPP Certification; OL; -; ; Matthew Simonis; 3.00
1124; PSYC 105; Introduction to Psychology; A; 9:30 AM - 10:45 AM; ; Jaime Palmer-; 3.00
1125; PSYC 105; Introduction to Psychology; IS; 12:00 AM - 12:01 AM; ; Todd Dutka; 3.00
1126; PSYC 106; Introduction to Psychology; A; 12:00 PM - 1:15 PM; W; Todd Dutka; 3.00
1127; PSYC 106; Introduction to Psychology; B; 3:00 PM - 5:45 PM; ; Lori Heaslip; 3.00
1128; PSYC 106; Introduction to Psychology; GX; 12:00 AM - 12:01 AM; ; Todd Dutka; 3.00
1129; PSYC 106; Introduction to Psychology; OL; 6:00 PM - 9:00 PM; ; Todd Dutka; 3.00
1130; PSYC 201; Experimental Psychology; A; 12:00 PM - 2:45 PM; ; Kelly Arbeau; 3.00
1131; PSYC 204; Social Psychology; A; 3:00 PM - 4:15 PM; W; Chelsea Beyer; 3.00
1132; PSYC 207; Data Analysis; A; 8:00 AM - 9:15 AM; W; Chelsea Beyer; 3.00
1133; PSYC 207; Data Analysis; IS; 12:00 AM - 12:01 AM; ; Stephen Benecke; 3.00
1134; PSYC 214; Psych Fndns of Teaching/Learning; A; 4:30 PM - 7:30 PM; ; Andrew Shutsa; 3.00
1135; PSYC 214; Psych Fndns of Teaching/Learning; B; 6:15 PM - 9:00 PM; ; Andrew Shutsa; 3.00
1136; PSYC 215; Lifespan Development; A; 12:00 PM - 2:45 PM; ; Todd Dutka; 3.00
1137; PSYC 215; Lifespan Development; IS; 12:00 AM - 12:01 AM; ; Lisa Barker; 3.00
1138; PSYC 301; Theories of Personality; A; 12:00 PM - 1:15 PM; R; Chuck Macknee; 3.00
1139; PSYC 301; Theories of Personality; IS; 12:00 AM - 12:01 AM; ; Todd Dutka; 3.00
1140; PSYC 301; Theories of Personality; OL; 6:00 PM - 9:00 PM; ; Todd Dutka; 3.00
1141; PSYC 305; Abnormal Psychology; A; 3:00 PM - 4:15 PM; R; Jim Weibelzahl; 3.00
1142; PSYC 305; Abnormal Psychology; IS; 12:00 AM - 12:01 AM; ; Lisa Barker; 3.00
1143; PSYC 310; Exceptional Child in Reg. Classroom; A; 9:30 AM - 10:45 AM; ; Moira Fricke; 3.00
1144; PSYC 310; Exceptional Child in Reg. Classroom; B; 12:00 PM - 1:15 PM; R; Moira Fricke; 3.00
1145; PSYC 322; Research Methods; A; 4:30 PM - 5:45 PM; W; Kelly Arbeau; 3.00
1146; PSYC 326; Cognitive Processes; A; 1:30 PM - 2:45 PM; W; Kelly Arbeau; 3.00
1147; PSYC 330; Leadership in Organiz. & Small Grps; OL; 6:00 PM - 9:00 PM; ; Mark Warren; 3.00
1148; PSYC 340; Interpersonal and Helping Skills; A; 6:15 PM - 9:00 PM; ; Lori Heaslip; 3.00
1149; PSYC 340; Interpersonal and Helping Skills; OL; 6:00 PM - 9:00 PM; ; Trevor Broadhurst; 3.00
1150; PSYC 345; Disorders of Childhood; A; 9:30 AM - 10:45 AM; ; Glory Mulera; 3.00
1151; PSYC 354; Brain and Behaviour; A; 9:30 AM - 10:45 AM; ; Jaime Palmer-; 3.00
1152; PSYC 354; Brain and Behaviour; O2; 6:00 PM - 9:00 PM; ; Juliet Teeter; 3.00
1153; PSYC 354; Brain and Behaviour; OL; 6:00 PM - 9:00 PM; ; Tba; 3.00
1154; PSYC 356; Motivation & Emotion; A; 12:00 PM - 1:15 PM; W; Jaime Palmer-; 3.00
1155; PSYC 361; Practicum; A; 12:00 AM - 12:01 AM; ; Tba; 3.00
1156; PSYC 390; Positive Psychology; A; 8:00 AM - 10:45 AM; ; Lori Heaslip; 3.00
1157; PSYC 408; History and Systems of Psychology; A; 8:25 AM - 9:15 AM; WF; Chuck Macknee; 3.00
1158; PSYC 408; History and Systems of Psychology; OL; 6:00 PM - 9:00 PM; ; Trevor Broadhurst; 3.00
1159; PSYC 412; Strategies for the Exceptional Chil; A; 9:30 AM - 10:45 AM; ; Moira Fricke; 3.00
1160; PSYC 412; Seminar; A    D1; 8:00 AM - 9:15 AM; ; Moira Fricke; 1.00
1161; PSYC 415; Human Sexuality; A; 3:00 PM - 5:45 PM; ; Chuck Macknee; 3.00
1162; PSYC 431; Career Counselling and Development; A; 3:00 PM - 4:15 PM; W; Todd Dutka; 3.00
1163; PSYC 490; Personhood: The Individual; OL; 6:00 PM - 9:00 PM; ; Debra Ivancovich; 3.00
1164; PSYC 498; Senior Thesis; A; 4:30 PM - 5:45 PM; W; Phil Laird; 3.00
1165; RELS 100; Introduction to Christianity; A; 9:30 AM - 10:45 AM; ; Joanne Pepper; 3.00
1166; RELS 101; Introduction to the Old Testament; A; 9:30 AM - 10:45 AM; ; Tba; 3.00
1167; RELS 101; Introduction to the Old Testament; B; 8:00 AM - 9:15 AM; R; Spencer Elliott; 3.00
1168; RELS 101; Introduction to the Old Testament; C; 1:30 PM - 2:45 PM; R; Stu Talene; 3.00
1169; RELS 101; Introduction to the Old Testament; D; 6:15 PM - 9:00 PM; ; Spencer Elliott; 3.00
1170; RELS 101; Introduction to the Old Testament; E; 12:00 PM - 3:00 PM; ; Stu Talene; 3.00
1171; RELS 102; Introduction to New Testament; B; 4:30 PM - 5:45 PM; W; Tom Hatina; 3.00
1172; RELS 102; Introduction to New Testament; C; 4:30 PM - 5:45 PM; R; Kyle Parsons; 3.00
1173; RELS 102; Introduction to New Testament; D; 6:15 PM - 9:00 PM; ; Stu Talene; 3.00
1174; RELS 102; Introduction to New Testament; E; 8:00 AM - 9:15 AM; W; Kyle Parsons; 3.00
1175; RELS 105; The Coherence of Faith; CP; 1:30 PM - 2:45 PM; W; Andrew Kaethler; 3.00
1176; RELS 110; Introduction to Christianity; A; 9:30 AM - 10:45 AM; ; Joanne Pepper; 3.00
1177; RELS 110; Introduction to Christianity; I2; 1:00 PM - 4:00 PM; ; Calvin Townsend; 3.00
1178; RELS 110; Introduction to Christianity; IN; 3:00 PM - 4:15 PM; R; Kyung Baek; 3.00
1179; RELS 110; Introduction to Christianity; IR; 9:00 AM - 12:00 PM; ; Calvin Townsend; 3.00
1180; RELS 111; Old Testament: God, Humanity, World; A; 9:30 AM - 10:45 AM; ; Tba; 3.00
1181; RELS 111; Old Testament: God, Humanity, World; B; 8:00 AM - 9:15 AM; R; Spencer Elliott; 3.00
1182; RELS 111; Old Testament: God, Humanity, World; C; 1:30 PM - 2:45 PM; R; Stu Talene; 3.00
1183; RELS 111; Old Testament: God, Humanity, World; D; 6:15 PM - 9:00 PM; ; Spencer Elliott; 3.00
1184; RELS 111; Old Testament: God, Humanity, World; E; 12:00 PM - 3:00 PM; ; Stu Talene; 3.00
1185; RELS 111; Old Testament: God, Humanity, World; I2; 5:00 PM - 8:00 PM; ; Ivan De Silva; 3.00
1186; RELS 111; Old Testament: God, Humanity, World; IR; 1:00 PM - 4:00 PM; ; Ivan De Silva; 3.00
1187; RELS 112; New Testament: God, Humanity, World; B; 4:30 PM - 5:45 PM; W; Tom Hatina; 3.00
1188; RELS 112; New Testament: God, Humanity, World; C; 4:30 PM - 5:45 PM; R; Kyle Parsons; 3.00
1189; RELS 112; New Testament: God, Humanity, World; D; 12:00 PM - 1:15 PM; R; Stu Talene; 3.00
1190; RELS 112; New Testament: God, Humanity, World; E; 8:00 AM - 9:15 AM; W; Kyle Parsons; 3.00
1191; RELS 112; New Testament: God, Humanity, World; FC; 4:30 PM - 5:45 PM; R; Kyung Baek; 3.00
1192; RELS 112; New Testament: God, Humanity, World; IR; 9:00 AM - 12:00 PM; ; Clement Tong; 3.00
1193; RELS 160; Intro to Theology; A; 9:30 AM - 10:45 AM; ; Craig Allert; 3.00
1194; RELS 160; Intro to Theology; B; 1:30 PM - 2:45 PM; R; Kenneth Laing; 3.00
1195; RELS 225; Revelation and Interpretation; CP; 1:30 PM - 2:25 PM; R; David Henderson; 3.00
1196; RELS 272; Eastern World Religions; A; 3:00 PM - 4:15 PM; W; Joanne Pepper; 3.00
1197; RELS 272; Eastern World Religions; B; 6:15 PM - 9:00 PM; ; Kyung Baek; 3.00
1198; RELS 275; Vatican I to Today; CP; 9:30 AM - 10:45 AM; ; David Henderson; 3.00
1199; RELS 329; Elementary New Testament Greek; A; 12:00 PM - 1:15 PM; R; Kyle Parsons; 3.00
1200; RELS 332; Readings in the Greek New Testament; A; 1:30 PM - 2:45 PM; W; Tom Hatina; 3.00
1201; RELS 336; Elementary Biblical Hebrew; A; 3:00 PM - 4:15 PM; W; Dirk Buchner; 3.00
1202; RELS 338; Readings in the Hebrew Bible; A; 4:30 PM - 5:45 PM; R; Dirk Buchner; 3.00
1203; RELS 342; Psalms and Wisdom Literature; A; 9:30 AM - 10:45 AM; ; Dirk Buchner; 3.00
1204; RELS 352; Life and Letters of Paul; A; 12:00 PM - 1:15 PM; W; Tony Cummins; 3.00
1205; RELS 362; History of Christianity II; A; 6:15 PM - 9:00 PM; M; David Wood; 3.00
1206; RELS 367; The Catholic Church Past & Present; CP; 12:00 PM - 1:15 PM; TR; David Bellusci; 3.00
1207; RELS 386; Global Theologies; A; -; ; Joanne Pepper; 3.00
1208; RELS 388; Liturgy and Sacrament; CP; 3:00 PM - 4:15 PM; MW; Andrew Kaethler; 3.00
1209; RELS 423; Apocalyptic Literature; A; 4:30 PM - 5:45 PM; MW; Kyung Baek; 3.00
1210; RELS 446; Hebrew Prophets; A; 3:00 PM - 4:15 PM; TR; Andrew Krause; 3.00
1211; RELS 454; The Writings and Theology of John; A; 9:30 AM - 10:45 AM; ; Tony Cummins; 3.00
1212; RELS 460; Current Issues & Trends in Missions; A; 6:15 PM - 9:00 PM; T; Kyung Baek; 3.00
1213; RELS 460; Current Issues & Trends in Missions; IS; 12:00 AM - 12:01 AM; ; Kyung Baek; 3.00
1214; RELS 466; The Church Fathers; A; 12:00 PM - 1:15 PM; MW; Craig Allert; 3.00
1215; RELS 475; Christianity and Culture; A; 1:30 PM - 2:45 PM; MW; Archie Spencer; 3.00
1216; SOCS 383; Social Data Analysis; A; 9:30 AM - 10:45 AM; ; Jason Burtt; 3.00
1217; SOCS 383; Tutorial; A    T1; 11:00 AM - 12:00 PM; ; Jason Burtt; .00
1218; SOCI 101; Introduction to Sociology; A; 9:30 AM - 10:45 AM; ; Jason Burtt; 3.00
1219; SOCI 101; Introduction to Sociology; B; 3:00 PM - 4:15 PM; R; Katie Steeves; 3.00
1220; SOCI 101; Introduction to Sociology; GX; 12:00 AM - 12:01 AM; ; Todd Martin; 3.00
1221; SOCI 101; Introduction to Sociology; IR; 5:30 PM - 8:30 PM; ; Joshua Park; 3.00
1222; SOCI 101; Introduction to Sociology; IS; 12:00 AM - 12:01 AM; ; Ruth Anaya; 3.00
1223; SOCI 101; Introduction to Sociology; OL; 6:00 PM - 9:00 PM; ; Jason Burtt; 3.00
1224; SOCI 101; Introduction to Sociology; WP; 9:00 AM - 11:45 AM; ; Todd Martin; 3.00
1225; SOCI 105; Introduction to Gender Studies; A; 6:15 PM - 9:00 PM; ; Robynne Healey; 3.00
1226; SOCI 204; Social Psychology; A; 3:00 PM - 4:15 PM; W; Chelsea Beyer; 3.00
1227; SOCI 210; Race and Ethnicity; A; 3:00 PM - 4:15 PM; R; Jennifer Adkins; 3.00
1228; SOCI 234; Intro to CDN Government & Politics; A; 4:30 PM - 5:45 PM; W; Leanne Smythe; 3.00
1229; SOCI 252; Contemporary Social Issues; A; 12:00 PM - 1:15 PM; W; Jason Burtt; 3.00
1230; SOCI 320; Field Placement; A; 12:00 PM - 1:15 PM; ; Alex Dueck; 3.00
1231; SOCI 320; Field Placement; OL; -; ; Debra Hanenburg; 3.00
1232; SOCI 356; Self and Identity; A; 9:30 AM - 10:45 AM; ; Katie Steeves; 3.00
1233; SOCI 391; Canadian Governmental Leadership; LC; 12:00 AM - 12:01 AM; ; Tba; 3.00
1234; SOCI 392; Ethics and Public Affairs; LC; 12:00 AM - 12:01 AM; ; Tba; 3.00
1235; SOCI 395; Indigenous Peoples in Canada; A; 4:30 PM - 5:45 PM; R; Claudia Launhardt; 3.00
1236; SOCI 395; Indigenous Peoples in Canada; IR; 9:00 AM - 12:00 PM; ; Claudia Launhardt; 3.00
1237; SOCI 400; Critical Issues in Human Services; A; 12:00 PM - 1:15 PM; R; Alex Dueck; 3.00
1238; SOCI 411; Practicum; A; 9:30 AM - 10:45 AM; ; Alex Dueck; 3.00
1239; SOCI 411; Practicum; DS; -; ; Alex Dueck; 3.00
1240; SOCI 411; Practicum; OL; -; ; Debra Hanenburg; 3.00
1241; SOCI 420; Practicum; A; 9:30 AM - 10:45 AM; ; Alex Dueck; 3.00
1242; SOCI 420; Practicum; LC; 12:00 AM - 12:01 AM; ; Ann Penner; 3.00
1243; SOCI 420; Practicum; OL; -; ; Debra Hanenburg; 3.00
1244; SOCI 450; Seminar in Sociology; A; 8:00 AM - 9:15 AM; R; Michael Wilkinson; 3.00
1245; SPAN 101; Introduction to Spanish; A; 4:30 PM - 5:45 PM; W; Silvia Brynjolfson; 3.00
1246; SPAN 102; Introduction to Spanish; B; 9:30 AM - 10:45 AM; ; Slava Petlitsa; 3.00
1247; SPAN 202; Intermediate Spanish; A; 12:00 PM - 1:15 PM; W; Silvia Brynjolfson; 3.00
1248; SPAN 302; Literature, Grammar and Composition; A; 9:30 AM - 10:45 AM; ; Silvia Brynjolfson; 3.00
1249; SPAN 405; Spanish Peninsular Literature I; A; 3:00 PM - 4:15 PM; R; Silvia Brynjolfson; 3.00
1250; STAT 102; Intro to Probability and Statistics; A; 8:00 AM - 9:15 AM; R; Enrique Torres; 3.00
1251; SKLS 001; Study Skills; A; 12:00 PM - 1:45 PM; W; Karen Mathew; .00
1252; SKLS 001; Study Skills; B; 9:30 AM - 10:45 AM; ; Karen Mathew; .00
1253; SKLS 001; Study Skills; C; 12:00 AM - 12:01 AM; ; Tba; .00
1254; SKLS 001; Study Skills; F1; 3:00 PM - 4:15 PM; ; Sarah MacIntosh; .00
1255; SKLS 001; Study Skills; GD; 7:45 AM - 9:00 AM; ; Tba; .00
1256; SKLS 003; Academic Coaching; A; 12:00 AM - 12:01 AM; ; Tba; .00
1257; SKLS 003; Academic Coaching; GD; -; ; Tba; .00
1258; SKLS 008; U1 Academic Trial Support; UA; 12:00 AM - 12:01 AM; ; Anna Bergen; .00
1259; THTR 102; Production; A; 1:30 PM - 4:30 PM; ; Lora-Lynne; 1.00
1260; THTR 112; Stagecraft II; A; 1:30 PM - 2:45 PM; R; Lora-Lynne; 2.00
1261; THTR 152; Mainstage; A; 6:00 PM - 10:00 PM; ; Angela Konrad; 1.00
1262; THTR 152; Mainstage; A; 9:00 AM - 5:00 PM; ; Angela Konrad; 1.00
1263; THTR 154; Ensemble; A; 6:00 PM - 10:00 PM; ; Becky Martin; 1.00
1264; THTR 154; Ensemble; A; 9:00 AM - 5:00 PM; ; Becky Martin; 1.00
1265; THTR 162; Acting I-The Actor's Process; A; 9:30 AM - 10:45 AM; ; Kerri Norris; 3.00
1266; THTR 180; Integration Forum; A; 12:00 PM - 1:15 PM; ; Becky Martin; .00
1267; THTR 275; Voice and Movement II; A; 12:00 AM - 12:01 AM; ; Jason Simpson; 3.00
1268; THTR 302; Production; A; 1:30 PM - 4:30 PM; ; Lora-Lynne; 1.00
1269; THTR 325; Playwriting I; A; 1:30 PM - 4:15 PM; ; Becky Martin; 3.00
1270; THTR 331; Theatre History I: Origins to 1660; A; 12:00 PM - 1:15 PM; R; Becky Martin; 3.00
1271; THTR 352; Mainstage; A; 6:00 PM - 10:00 PM; ; Angela Konrad; 1.00
1272; THTR 352; Mainstage; A; 9:00 AM - 5:00 PM; ; Angela Konrad; 1.00
1273; THTR 354; Ensemble; A; 6:00 PM
